,freq_total,nodes,edges,pedge00,pedge11,pnode,total_states
526,137,4,3.0,0.0,2.0,0,16.0
527,74,4,3.0,0.0,3.0,0,16.0
528,0,4,3.0,3.0,0.0,4,16.0
529,111,4,3.0,1.0,0.0,1,16.0
530,7,4,3.0,2.0,0.0,2,16.0
531,3893,4,3.0,0.0,0.0,0,16.0
532,150,4,3.0,1.0,0.0,1,16.0
533,222,4,3.0,0.0,1.0,0,16.0
534,2,4,3.0,1.0,1.0,1,16.0
535,143,4,3.0,0.0,2.0,0,16.0
536,5,4,3.0,2.0,0.0,2,16.0
537,11,4,3.0,1.0,1.0,1,16.0
538,598,4,3.0,1.0,0.0,0,16.0
539,417,4,3.0,0.0,1.0,0,16.0
540,3783,4,3.0,0.0,0.0,0,16.0
541,128,4,3.0,0.0,2.0,0,16.0
542,452,4,3.0,0.0,1.0,0,16.0
543,71,4,3.0,0.0,3.0,0,16.0
544,0,4,2.0,2.0,0.0,4,16.0
545,9,4,2.0,1.0,0.0,2,16.0
546,8,4,2.0,1.0,0.0,2,16.0
547,1945,4,2.0,0.0,0.0,0,16.0
548,6,4,2.0,1.0,0.0,2,16.0
549,1832,4,2.0,0.0,0.0,0,16.0
550,1,4,2.0,1.0,1.0,2,16.0
551,548,4,2.0,0.0,1.0,0,16.0
552,6,4,2.0,1.0,0.0,2,16.0
553,2,4,2.0,1.0,1.0,2,16.0
554,1968,4,2.0,0.0,0.0,0,16.0
555,562,4,2.0,0.0,1.0,0,16.0
556,1878,4,2.0,0.0,0.0,0,16.0
557,520,4,2.0,0.0,1.0,0,16.0
558,538,4,2.0,0.0,1.0,0,16.0
559,170,4,2.0,0.0,2.0,0,16.0
560,0,4,3.0,3.0,0.0,4,16.0
561,5,4,3.0,2.0,0.0,2,16.0
562,122,4,3.0,1.0,0.0,1,16.0
563,3888,4,3.0,0.0,0.0,0,16.0
564,128,4,3.0,1.0,0.0,1,16.0
565,7,4,3.0,1.0,1.0,1,16.0
566,186,4,3.0,0.0,1.0,0,16.0
567,137,4,3.0,0.0,2.0,0,16.0
568,9,4,3.0,2.0,0.0,2,16.0
569,635,4,3.0,1.0,0.0,0,16.0
